Model,accuracy,precision,recall,f1,train_time,predict_time
Logistic Regression,0.6335713928981671,0.1621226226891874,0.5403368794326241,0.24941176470588236,5.2931835651397705,0.06258082389831543
Decision Tree,0.8138640563352145,0.1505938242280285,0.14051418439716312,0.14537950011465262,52.00867748260498,0.08185935020446777
Random Forest,0.6220346601408381,0.16260162601626016,0.5673758865248227,0.2527646129541864,11.053202867507935,0.10317349433898926
Gradient Boosting,0.6469560005993108,0.17554267223944992,0.5771276595744681,0.2692029360074434,109.9114580154419,0.15300679206848145
